pl_name,hostname,sy_snum,pl_rade,pl_bmassj,st_spectype,sy_dist
"HD 160691 c","HD 160691",1,,4.40000000,"G3 IV-V",15.59810000
"HD 160691 d","HD 160691",1,,,"G3 IV-V",15.59810000
"HD 160691 e","HD 160691",1,,7.00000000,"G3 IV-V",15.59810000
"HD 16141 b","HD 16141",2,,0.26000000,,37.78610000
"HD 16175 b","HD 16175",1,,5.10000000,,59.85900000
"HD 162020 b","HD 162020",1,,9.84000000,,30.82480000
"HD 163607 b","HD 163607",1,,0.78360000,,67.78550000
"HD 163607 c","HD 163607",1,,2.20100000,,67.78550000
"HD 16417 b","HD 16417",2,,0.06960000,"G1 V",25.39360000
"HD 164509 b","HD 164509",2,,0.44300000,"G5",53.11190000
"HD 164604 b","HD 164604",1,,13.20000000,"K3.5 V",39.36330000
"HD 164922 b","HD 164922",1,,0.36497499,,22.00160000
"HD 167042 b","HD 167042",1,,1.39700000,"K1 IV",49.66330000
"HD 168443 b","HD 168443",1,,7.62800000,,39.62450000
"HD 168443 c","HD 168443",1,,17.30600000,,39.62450000
"HD 168746 b","HD 168746",1,,0.27000000,,41.56810000
"HD 1690 b","HD 1690",1,,8.79000000,,752.61500000
"HD 169830 b","HD 169830",1,,2.53100000,,37.60480000
"HD 169830 c","HD 169830",1,,7.66900000,,37.60480000
"HD 170469 b","HD 170469",2,,0.66000000,,60.17800000
"HD 17092 b","HD 17092",1,,10.13000000,,228.42200000
"Kepler-762 b","Kepler-762",1,12.68000000,,,1898.26000000
"HD 171028 b","HD 171028",1,,2.62000000,,111.65900000
"HD 171238 b","HD 171238",1,,8.80000000,"G8 V",44.81130000
"HD 17156 b","HD 17156",1,12.26262489,3.26000000,,78.08630000
"HD 173416 b","HD 173416",1,,1.84100000,"G8",132.18400000
"HD 175167 b","HD 175167",1,,14.80000000,,71.08630000
"HD 175541 b","HD 175541",1,,0.59800000,,129.60300000
"HD 177830 b","HD 177830",2,,1.69000000,,62.76740000
"HD 177830 c","HD 177830",2,,0.15000000,,62.76740000
"HD 178911 B b","HD 178911 B",3,,8.03000000,,40.97270000
"HD 179079 b","HD 179079",1,,0.08100000,"G5 IV",69.71160000
"HD 179949 b","HD 179949",1,,0.91600000,,27.45730000
"HD 180902 b","HD 180902",2,,1.68500000,,104.57700000
"HD 181342 b","HD 181342",1,,2.54000000,,120.39100000
"HD 181433 b","HD 181433",1,,0.02271666,,26.87620000
"HD 181433 c","HD 181433",1,,0.74096586,,26.87620000
"HD 181433 d","HD 181433",1,,0.65101166,,26.87620000
"HD 181720 b","HD 181720",1,,0.40000000,,60.20460000
"HD 183263 b","HD 183263",1,,3.47100000,,54.19550000
"HD 183263 c","HD 183263",1,,9.31000000,,54.19550000
"HD 185269 b","HD 185269",3,,1.01000000,,51.99170000
"HD 187085 b","HD 187085",1,,0.83600000,,45.89930000
"HD 187123 b","HD 187123",1,,0.52300000,,45.95480000
"HD 187123 c","HD 187123",1,,1.99000000,,45.95480000
"HD 18742 b","HD 18742",1,,3.40000000,,162.68500000
"HD 188015 b","HD 188015",2,,1.50000000,,50.67060000
"HD 189733 b","HD 189733",2,12.66617000,1.13000000,,19.76380000
"HD 190360 b","HD 190360",2,,1.68959095,"G7 IV-V",16.00690000
"HD 190360 c","HD 190360",2,,0.08243442,"G7 IV-V",16.00690000
"HD 190647 b","HD 190647",1,,1.98500000,,54.47380000
"HD 190984 b","HD 190984",1,,3.10000000,"F8 V",148.18700000
"HD 192263 b","HD 192263",1,,0.56000000,,19.63590000
"HD 192310 b","HD 192310",1,,0.05320000,,8.79687000
"HD 192310 c","HD 192310",1,,0.07600000,,8.79687000
"HD 192699 b","HD 192699",1,,2.09600000,,71.86270000
"HD 195019 b","HD 195019",2,,3.98000000,,37.66810000
"HD 196050 b","HD 196050",3,,4.70000000,"G3 V",50.67420000
"HD 196885 A b","HD 196885 A",2,,2.58000000,,34.16920000
"HD 197037 b","HD 197037",2,,0.79000000,"F7 V",33.19440000
"HD 19994 b","HD 19994",3,,1.37000000,"F8 V",22.52420000
"HD 20003 b","HD 20003",1,,0.03670000,"G8 V",41.83160000
"Kepler-1713 b","Kepler-1713",1,1.71673535,,,295.29300000
"Kepler-781 b","Kepler-781",1,2.89000000,,,1064.47000000
"HD 20003 c","HD 20003",1,,0.04540000,"G8 V",41.83160000
"HD 200964 b","HD 200964",1,,1.59900000,,72.59220000
"HD 200964 c","HD 200964",1,,1.21400000,,72.59220000
"HD 202206 c","HD 202206",2,,17.90000000,"G6 V",45.96650000
"HD 2039 b","HD 2039",1,,6.29000000,,85.69220000
"HD 204313 b","HD 204313",1,,4.61500000,,47.79450000
"HD 204313 c","HD 204313",1,,0.05400000,,47.79450000
"HD 204941 b","HD 204941",2,,0.23000000,,28.71650000
"HD 205739 b","HD 205739",1,,1.37000000,,92.50870000
"HD 206610 b","HD 206610",1,,2.03600000,,147.19200000
"Kepler-783 c","Kepler-783",1,2.33153725,,,516.09000000
"HD 20781 b","HD 20781",2,,0.00610000,"K0 V",35.97150000
"HD 20781 c","HD 20781",2,,0.01680000,"K0 V",35.97150000
"HD 20782 b","HD 20782",2,,1.48780000,,35.98640000
"HD 20794 b","HD 20794",1,,0.00676466,"G6 V",6.00278000
"HD 20794 d","HD 20794",1,,0.00937613,"G6 V",6.00278000
"HD 208487 b","HD 208487",1,,0.46000000,"G2 V",45.14700000
"HD 20868 b","HD 20868",1,,1.25000000,,47.72230000
"HD 209458 b","HD 209458",1,15.58051000,0.73000000,,48.30160000
"HD 210277 b","HD 210277",1,,1.29000000,,21.29850000
"HD 210702 b","HD 210702",1,,1.51500000,"K1 IV",54.19630000
"HD 212301 b","HD 212301",2,,0.51000000,,54.23040000
"HD 212771 b","HD 212771",1,,2.39000000,,111.15500000
"HD 213240 b","HD 213240",2,,5.58000000,,40.87070000
"HD 215152 b","HD 215152",1,,0.00572319,"K3 V",21.59740000
"HD 215152 c","HD 215152",1,,0.00541170,"K3 V",21.59740000
"HD 215497 b","HD 215497",1,,0.02000000,,40.54680000
"HD 215497 c","HD 215497",1,,0.35000000,"K3 V",40.54680000
"HD 216435 b","HD 216435",1,,1.26000000,,32.98340000
"HD 216437 b","HD 216437",1,,4.20000000,"G1 V",26.69020000
"HD 216770 b","HD 216770",1,,0.57000000,,36.66250000
"HD 21693 b","HD 21693",1,,0.02590000,"G8 V",33.25500000
"HD 21693 c","HD 21693",1,,0.05470000,"G8 V",33.25500000
"HD 217107 b","HD 217107",1,,1.44600000,"G",20.06190000
"HD 217107 c","HD 217107",1,,4.37000000,"G",20.06190000
"HD 217786 b","HD 217786",2,,13.85200000,,55.48470000
"HD 218566 b","HD 218566",1,,0.20000000,,28.82740000
"91 Aqr b","91 Aqr",3,,3.20000000,"K0 III",44.03040000
"HD 219828 b","HD 219828",1,,0.06000000,,73.11400000
"HD 220773 b","HD 220773",1,,1.45000000,"F9",50.51030000
"HD 221287 b","HD 221287",1,,3.09000000,,55.92310000
"HD 222582 b","HD 222582",2,,8.37000000,,42.15860000
"HD 224693 b","HD 224693",1,,0.70000000,"G2 V",93.50150000
"HD 22781 b","HD 22781",1,,13.65000000,"K1",32.60340000
"HD 23079 b","HD 23079",1,,2.66000000,"F9.5 V",33.45910000
"HD 23127 b","HD 23127",1,,1.52700000,,93.85550000
"HD 231701 b","HD 231701",1,,1.13000000,"F8 V",108.87700000
"HD 23596 b","HD 23596",2,,11.91400000,,52.00180000
"HD 240210 b","HD 240210",1,,5.21000000,"K3 III",372.40500000
"HD 240237 b","HD 240237",1,,15.89000000,,933.37700000
"Kepler-1738 b","Kepler-1738",1,2.82472883,,,1302.87000000
"HD 25171 b","HD 25171",2,,0.91500000,,55.61460000
"HD 2638 b","HD 2638",3,,0.42000000,,54.96210000
"HD 27442 b","HD 27442",2,,1.56000000,,18.27040000
"HD 27894 b","HD 27894",1,,0.61900000,,43.82140000
"HD 28185 b","HD 28185",1,,5.85000000,,39.38090000
"HD 28254 b","HD 28254",2,,3.80000000,"G5 V",55.28840000
"HD 285968 b","HD 285968",1,,0.02600000,"M2 V",9.47045000
"HD 28678 b","HD 28678",1,,1.54200000,,189.90800000
"HD 290327 b","HD 290327",1,,2.43000000,,56.43300000
"HD 30177 b","HD 30177",1,,8.25000000,"G8 V",55.58670000
"HD 30562 b","HD 30562",1,,1.22000000,,26.15970000
"HD 30856 b","HD 30856",2,,1.54700000,,131.19900000
"HD 31253 b","HD 31253",1,,0.62000000,,58.14380000
"HD 31527 b","HD 31527",1,,0.03290000,"G2 V",38.44730000
"HD 31527 c","HD 31527",1,,0.04450000,"G2 V",38.44730000
"HD 31527 d","HD 31527",1,,0.03720000,"G2 V",38.44730000
"HD 32518 b","HD 32518",1,,2.84900000,"K1 III",122.11500000
"HD 330075 b","HD 330075",1,,0.48000000,,45.29890000
"HD 33142 b","HD 33142",1,,1.26000000,"K0 III",121.37500000
"HD 33283 b","HD 33283",2,,0.32900000,"G3/G5 V",89.86230000
"HD 33564 b","HD 33564",1,,9.10000000,"F6 V",20.95310000
"HD 34445 b","HD 34445",1,,0.82000000,,46.09070000
"HD 3651 b","HD 3651",1,,0.22800000,,11.13360000
"HD 37124 b","HD 37124",1,,0.67500000,"G4 V",31.66340000
"HD 37124 c","HD 37124",1,,0.65200000,"G4 V",31.66340000
"HD 37124 d","HD 37124",1,,0.69600000,"G4 V",31.66340000
"HD 37605 b","HD 37605",1,,2.69000000,"K0",46.78640000
"HD 38529 b","HD 38529",2,,0.65000000,,42.35380000
"HD 38529 c","HD 38529",2,,10.38000000,,42.35380000
"HD 38801 b","HD 38801",1,,9.69800000,,91.43490000
"Kepler-1737 b","Kepler-1737",1,5.39500000,,,
"HD 39091 b","HD 39091",1,,14.10000000,,18.27020000
"HD 40307 b","HD 40307",1,,0.01260000,"K2.5 V",12.93630000
"HD 40307 c","HD 40307",1,,0.02080000,"K2.5 V",12.93630000
"HD 40307 d","HD 40307",1,,0.02990000,"K2.5 V",12.93630000
"HD 40979 b","HD 40979",3,,4.67000000,,34.08830000
"HD 41004 A b","HD 41004 A",2,,2.54000000,,36.69117000
"HD 41004 B b","HD 41004 B",2,,18.37000000,"M2 V",41.55040000
"HD 4113 b","HD 4113",3,,1.70300000,,41.87270000
"HD 4203 b","HD 4203",1,,2.23000000,,81.37950000
"HD 4208 b","HD 4208",1,,0.81000000,,34.19370000
"Kepler-272 c","Kepler-272",1,1.79000000,,,889.60800000
"HD 4308 b","HD 4308",1,,0.05000000,,22.01580000
"HD 4313 b","HD 4313",1,,1.92700000,,136.30800000
"HD 43197 b","HD 43197",1,,0.55300000,,62.41120000
"HD 43691 b","HD 43691",3,,2.55000000,"G0",85.60090000
"HD 44219 b","HD 44219",1,,0.58000000,"G3 V",52.90510000
"HD 45184 b","HD 45184",1,,0.03840000,"G1.5 V",21.95320000
"HD 45350 b","HD 45350",1,,1.79000000,,46.87330000
"HD 45364 b","HD 45364",1,,0.18930000,"K0 V",34.35400000
"HD 45364 c","HD 45364",1,,0.54900000,"K0 V",34.35400000
"HD 45652 b","HD 45652",1,,0.43300000,"G8/K0",34.85410000
"HD 46375 b","HD 46375",2,,0.22600000,,29.55290000
"HD 47186 b","HD 47186",1,,0.07000000,,37.45740000
"HD 47186 c","HD 47186",1,,0.35061000,,37.45740000
"HD 47536 b","HD 47536",1,,7.32000000,"K1 III",122.53600000
"HD 48265 b","HD 48265",1,,1.52500000,,90.54460000
"HD 49674 b","HD 49674",1,,0.10000000,,43.03990000
"HD 50499 b","HD 50499",1,,1.63600000,,46.28450000
"HD 50554 b","HD 50554",1,,4.95400000,,31.16640000
"HD 51608 b","HD 51608",1,,0.04020000,"G7 V",35.05530000
"HD 51608 c","HD 51608",1,,0.04500000,"G7 V",35.05530000
"Kepler-273 b","Kepler-273",1,1.50000000,,,713.96400000
"HD 52265 b","HD 52265",1,,1.21000000,,29.98030000
"HD 5319 b","HD 5319",1,,1.55600000,,121.40500000
"HD 5891 b","HD 5891",1,,7.63000000,,283.50200000
"HD 59686 A b","HD 59686 A",2,,6.92000000,"K2 III",89.27210000
"HD 60532 b","HD 60532",1,,1.06000000,,25.97160000
"HD 60532 c","HD 60532",1,,2.51000000,,25.97160000
"HD 62509 b","HD 62509",1,,2.30000000,,
"HD 63454 b","HD 63454",1,,0.25000000,,37.68940000
"HD 63765 b","HD 63765",1,,0.53000000,,32.53760000
"HD 6434 b","HD 6434",1,,0.49000000,,42.35800000
"Kepler-1739 b","Kepler-1739",1,2.43056832,,,783.66600000
"HD 65216 b","HD 65216",3,,1.29500000,,35.12050000
"HD 66428 b","HD 66428",1,,10.94600000,,53.28170000
"HD 6718 b","HD 6718",1,,2.40000000,"G5 V",51.34440000
"HD 68988 b","HD 68988",1,,1.97000000,,60.84470000
"HD 69830 b","HD 69830",1,,0.03210000,,12.55910000
"HD 69830 c","HD 69830",1,,0.03710000,,12.55910000
"HD 69830 d","HD 69830",1,,0.05700000,,12.55910000
"HD 70573 b","HD 70573",1,,6.10000000,"G1-1.5 V",59.18200000
"HD 70642 b","HD 70642",1,,1.99300000,,29.27600000
"HD 7199 b","HD 7199",1,,0.27000000,,36.15310000
"HD 72659 b","HD 72659",1,,2.85100000,"G2 V",51.89490000
"HD 73267 b","HD 73267",1,,4.15800000,,50.40930000
"HD 73526 b","HD 73526",1,,3.08000000,,97.23960000
"HD 73526 c","HD 73526",1,,2.25000000,,97.23960000
"HD 73534 b","HD 73534",1,,1.11200000,,83.33210000
"HD 74156 b","HD 74156",1,,1.67500000,,57.60300000
"HD 74156 c","HD 74156",1,,8.66500000,,57.60300000
"HD 7449 b","HD 7449",2,,8.17400000,,38.66200000
"HD 75289 b","HD 75289",2,,0.49000000,,29.11580000
"HD 75898 b","HD 75898",1,,2.55000000,"F8 V",78.05050000
"HD 76700 b","HD 76700",1,,0.21000000,,60.88310000
"HD 7924 b","HD 7924",1,,0.02000000,,16.99220000
"HD 79498 b","HD 79498",2,,1.34000000,"G5",48.94890000
"HD 80606 b","HD 80606",2,11.56766808,4.16410000,,66.47110000
"HD 81040 b","HD 81040",1,,7.24000000,"G2/G3",34.43410000
"HD 81688 b","HD 81688",1,,1.65400000,"K0 III-IV",85.71830000
"HD 82886 b","HD 82886",1,,2.33000000,,127.06100000
"HD 82943 b","HD 82943",1,,1.68100000,,27.59020000
"HD 82943 c","HD 82943",1,,1.95900000,,27.59020000
"HD 83443 b","HD 83443",1,,0.40200000,"K0 V",40.89910000
"HD 8535 b","HD 8535",2,,0.68000000,"G0 V",55.44010000
"HD 85390 b","HD 85390",1,,0.09900000,,33.52250000
"HD 8574 b","HD 8574",1,,2.03000000,,44.82640000
"HD 86081 b","HD 86081",2,,1.48000000,"F8",103.93600000
"HD 86226 b","HD 86226",1,,0.45000000,"G1 V",45.68300000
"HD 86264 b","HD 86264",1,,9.80800000,,67.81070000
"HD 8673 b","HD 8673",2,,13.24800000,,37.86190000
"HD 87883 b","HD 87883",1,,6.31000000,"K0",18.29120000
"HD 88133 b","HD 88133",1,,0.28450000,,73.61230000
"Kepler-782 b","Kepler-782",1,3.21000000,,,446.84400000
"HD 89307 b","HD 89307",1,,2.11000000,,32.01040000
"HD 89744 b","HD 89744",2,,8.35000000,,38.63640000
"HD 90156 b","HD 90156",1,,0.05700000,,21.94960000
"HD 92788 b","HD 92788",1,,3.76000000,"G6 V",34.65380000
"HD 93083 b","HD 93083",1,,0.45100000,"K2 IV-V",28.51590000
"HD 9446 b","HD 9446",1,,0.70000000,"G5 V",50.35030000
"HD 9446 c","HD 9446",1,,1.82000000,"G5 V",50.35030000
"HD 95089 b","HD 95089",1,,1.26000000,,136.95700000
"HD 96063 b","HD 96063",1,,1.27000000,,140.06500000
"HD 96127 b","HD 96127",1,,3.80000000,"K2 III",587.65900000
"HD 96167 b","HD 96167",2,,0.71700000,,85.30060000
"HD 97658 b","HD 97658",1,2.12000000,0.02611472,"K1 V",21.56180000
"HD 98219 b","HD 98219",1,,1.96400000,,113.70400000
"HD 99109 b","HD 99109",1,,0.44000000,,54.79010000
"HD 99492 b","HD 99492",2,,0.08023197,"K2 V",18.20380000
"HD 99706 b","HD 99706",1,,1.23000000,,146.60000000
"HIP 12961 b","HIP 12961",1,,0.36000000,,23.37100000
"HIP 14810 b","HIP 14810",1,,3.90000000,"G5",50.48000000
"HIP 14810 c","HIP 14810",1,,1.31000000,"G5",50.48000000
"HIP 14810 d","HIP 14810",1,,0.59000000,"G5",50.48000000
"Kepler-746 b","Kepler-746",1,1.11000000,,,
"HIP 5158 b","HIP 5158",1,,1.42000000,,51.60260000
"GJ 1148 b","GJ 1148",1,,0.30425070,,11.01430000
"HIP 57274 b","HIP 57274",1,,0.02000000,,25.86180000
"HIP 57274 c","HIP 57274",1,,0.40902369,"K4 V",25.86180000
"HIP 57274 d","HIP 57274",1,,0.52670000,"K4 V",25.86180000
"HIP 70849 b","HIP 70849",2,,4.50000000,"K7 V",24.05720000
"iot Dra b","iot Dra",1,,11.82000000,"K2 III",31.32832000
"HIP 78530 b","HIP 78530",1,,23.00000000,"B9 V",136.75900000
"HIP 79431 b","HIP 79431",1,,2.10000000,"M3 V",14.53240000
"HR 810 b","HR 810",1,,2.27000000,,17.31810000
"HR 8799 b","HR 8799",1,13.00000000,7.00000000,"A5 V",41.24410000
"HR 8799 c","HR 8799",1,13.00000000,10.00000000,"A5 V",41.24410000
"HR 8799 d","HR 8799",1,13.00000000,10.00000000,"A5 V",41.24410000
"HR 8799 e","HR 8799",1,13.11453000,10.00000000,"A5",41.24410000
"kap CrB b","kap CrB",1,,1.52200000,"K0 III-IV",30.06510000
"xi Aql b","xi Aql",1,,1.94100000,"K0 III",56.18580000
"Lupus-TR-3 b","Lupus-TR-3",1,9.97600000,0.81000000,,773.40900000
"MOA-2007-BLG-192L b","MOA-2007-BLG-192L",1,,0.03929793,,2160.00000000
"MOA-2007-BLG-400L b","MOA-2007-BLG-400L",1,,1.70000000,,6890.00000000
"MOA-2008-BLG-310L b","MOA-2008-BLG-310L",1,,0.07360000,,7700.00000000
"MOA-2009-BLG-266L b","MOA-2009-BLG-266L",1,,0.03270000,,3040.00000000
"MOA-2009-BLG-319L b","MOA-2009-BLG-319L",1,,0.21200000,,7050.00000000
"MOA-2009-BLG-387L b","MOA-2009-BLG-387L",1,,2.60000000,,5690.00000000
"BD-13 2130 b","BD-13 2130",1,,9.78000000,,925.21400000
"OGLE-2005-BLG-071L b","OGLE-2005-BLG-071L",1,,3.80000000,,3200.00000000
"OGLE-2005-BLG-169L b","OGLE-2005-BLG-169L",1,,0.04440000,,4100.00000000
"OGLE-2005-BLG-390L b","OGLE-2005-BLG-390L",1,,0.01700000,,6600.00000000
"OGLE-2006-BLG-109L b","OGLE-2006-BLG-109L",1,,0.72700000,,1510.00000000
"OGLE-2006-BLG-109L c","OGLE-2006-BLG-109L",1,,0.27000000,,1510.00000000
"OGLE-2007-BLG-368L b","OGLE-2007-BLG-368L",1,,0.06000000,,5900.00000000
"OGLE-2003-BLG-235L b","OGLE-2003-BLG-235L",1,,2.60000000,"K V",5800.00000000
"OGLE2-TR-L9 b","OGLE2-TR-L9",1,18.04600000,4.50000000,,1627.63000000
"OGLE-TR-10 b","OGLE-TR-10",1,14.01100000,0.62000000,,1344.97000000
"OGLE-TR-111 b","OGLE-TR-111",1,11.42197100,,,1068.33000000
"OGLE-TR-113 b","OGLE-TR-113",1,12.25100000,1.26000000,,566.45900000
"OGLE-TR-132 b","OGLE-TR-132",1,13.45000000,1.18000000,,2012.62000000
"OGLE-TR-182 b","OGLE-TR-182",1,12.66600000,1.01000000,,2501.75000000
"OGLE-TR-211 b","OGLE-TR-211",1,15.24400000,1.03000000,,1515.26000000
"OGLE-TR-56 b","OGLE-TR-56",1,15.27800000,1.39000000,,
"Kepler-743 b","Kepler-743",2,1.21000000,,,278.98700000
"PSR B1257+12 b","PSR B1257+12",1,,0.00006293,,600.00000000
"PSR B1257+12 c","PSR B1257+12",1,,0.01352925,,600.00000000
"PSR B1257+12 d","PSR B1257+12",1,,0.01227071,,600.00000000
"PSR B1620-26 b","PSR B1620-26",2,,2.50000000,,
"Qatar-1 b","Qatar-1",1,12.81188700,1.29400000,,185.61500000
"Qatar-2 b","Qatar-2",1,14.05600000,2.49400000,,181.37400000
"rho CrB b","rho CrB",1,,1.09491472,"G0",17.46710000
"SWEEPS-4 b","SWEEPS-4",1,9.07900000,3.80000000,,
"SWEEPS-11 b","SWEEPS-11",1,12.66600000,9.70000000,,
"tau Boo b","tau Boo",2,,4.32000000,,15.65210000
"TrES-1 b","TrES-1",2,12.66617000,0.84000000,,159.65800000
"TrES-3 b","TrES-3",1,14.97500000,1.91000000,,231.33700000
"TrES-4 b","TrES-4",2,18.04649000,0.78000000,,515.98000000
"TrES-5 b","TrES-5",1,13.38354600,1.79000000,,360.31300000
"ups And b","ups And",2,,0.68760000,"F8 V",13.40540000
"ups And c","ups And",2,,1.98100000,"F8 V",13.40540000
"ups And d","ups And",2,,4.13200000,"F8 V",13.40540000
"USco CTIO 108 b","USco CTIO 108",1,,14.00000000,"M7",144.01900000
"V0391 Peg b","V0391 Peg",1,,3.20000000,,1195.98000000
"WASP-10 b","WASP-10",1,12.10600000,3.15000000,,140.99800000
"WASP-11 b","WASP-11",3,12.44199000,0.79000000,,124.73000000
"WASP-12 b","WASP-12",3,22.02564708,,,427.24600000
"WASP-13 b","WASP-13",1,13.67498000,0.36000000,,227.53700000
"WASP-14 b","WASP-14",3,15.46842000,8.84000000,,161.99700000
"WASP-15 b","WASP-15",1,15.80469000,0.54000000,,282.09100000
"WASP-16 b","WASP-16",1,13.67498000,1.24000000,,194.13400000
"WASP-17 b","WASP-17",1,20.96083000,0.78000000,,405.90800000
"WASP-18 b","WASP-18",2,13.89913607,10.20000000,,123.48300000
"WASP-19 b","WASP-19",1,15.86070769,1.15400000,,268.32500000
"WASP-1 b","WASP-1",2,16.62300000,0.85400000,,393.07200000
"Kepler-747 b","Kepler-747",1,5.27000000,,,3347.16000000
"WASP-21 b","WASP-21",1,11.99000000,0.30000000,"G3 V",258.42600000
"WASP-22 b","WASP-22",1,13.78707000,0.67000000,,317.65200000
"WASP-24 b","WASP-24",3,15.46842000,1.24000000,,322.11400000
"WASP-25 b","WASP-25",1,13.80946422,0.56400000,,211.41600000
"WASP-26 b","WASP-26",2,13.56289000,0.85000000,,252.75900000
"WASP-28 b","WASP-28",1,13.66374747,0.88900000,,348.49400000
"WASP-29 b","WASP-29",1,8.63093000,0.23000000,,87.59530000
"WASP-2 b","WASP-2",2,12.11692900,0.93100000,,153.24200000
"WASP-31 b","WASP-31",1,17.36300000,0.47800000,,383.82900000
"WASP-32 b","WASP-32",1,10.76064000,2.63000000,,275.99400000
"WASP-33 b","WASP-33",2,17.85593700,2.09300000,,121.94400000
"WASP-34 b","WASP-34",1,11.20900000,0.56000000,,132.09600000
"WASP-35 b","WASP-35",1,14.57170000,0.71000000,,202.21800000
"WASP-36 b","WASP-36",2,14.87434300,2.36100000,,386.34600000
"WASP-37 b","WASP-37",1,13.00200000,1.80000000,,392.79100000
"WASP-38 b","WASP-38",1,13.78707000,3.44000000,,136.24000000
"WASP-39 b","WASP-39",1,14.33631100,0.28100000,,213.98200000
"WASP-3 b","WASP-3",3,15.91678000,2.43000000,,231.16100000
"WASP-41 b","WASP-41",1,12.32990000,0.85000000,,163.37100000
"WASP-43 b","WASP-43",1,10.42400000,1.78000000,,86.74670000
"WASP-44 b","WASP-44",1,12.32990000,0.87000000,"G8 V",364.51200000
"WASP-45 b","WASP-45",2,10.60371400,0.96400000,,211.19600000
"WASP-46 b","WASP-46",1,13.15936600,1.91000000,"G6 V",375.31000000
"WASP-48 b","WASP-48",1,16.81350000,0.80000000,,454.14400000
"WASP-4 b","WASP-4",1,15.12091496,1.20000000,,267.20600000
"WASP-50 b","WASP-50",1,13.06969400,1.46880000,,184.84800000
"WASP-5 b","WASP-5",1,12.18400000,1.58000000,,309.13700000
"WASP-6 b","WASP-6",1,12.54284940,0.46700000,,197.11900000
"WASP-7 b","WASP-7",1,14.90797000,0.96000000,,162.30300000
"WASP-8 b","WASP-8",2,12.66617000,2.54000000,,89.96060000
"XO-1 b","XO-1",1,12.77826000,0.83000000,,163.55300000
"XO-2 N b","XO-2 N",2,,0.59400000,"G8 V",154.27300000
"XO-3 b","XO-3",1,14.79585452,13.27000000,,213.05300000
"XO-4 b","XO-4",1,14.01125000,1.42000000,,272.65500000
"XO-5 b","XO-5",1,12.78000000,1.19000000,,276.21100000
"11 Com b","11 Com",2,,15.46400000,"G8 III",93.18460000
"alf Ari b","alf Ari",1,,1.80000000,,20.21019000
"CoRoT-16 b","CoRoT-16",1,13.11000000,0.53500000,"G5 V",732.40900000
"FU Tau b","FU Tau",1,,16.00000000,"M7.25",
"HD 106515 A b","HD 106515 A",2,,18.90000000,"G5 V",34.09150000
"HD 166724 b","HD 166724",1,,3.53000000,"K0 IV-V",45.13420000
"HD 180314 b","HD 180314",1,,22.70700000,,122.36200000
"HD 196067 b","HD 196067",2,,11.40000000,"G0 V",39.93460000
"HD 220689 b","HD 220689",1,,1.11800000,,46.87780000
"HD 27631 b","HD 27631",1,,1.49400000,,50.28620000
"HD 38283 b","HD 38283",1,,0.40000000,,38.06150000
"HD 65216 c","HD 65216",3,,2.03000000,,35.12050000
"HD 98649 b","HD 98649",1,,9.70000000,"G3/G5 V",42.17270000
"HIP 5158 c","HIP 5158",1,,15.04000000,,51.60260000
"Kepler-471 b","Kepler-471",1,14.96000000,,,1249.41000000
"HN Peg b","HN Peg",1,11.77680000,21.99870000,"G0 V",18.11860000
"HU Aqr AB b","HU Aqr",2,,5.90000000,,
"HU Aqr AB c","HU Aqr",2,,4.50000000,,
"LkCa 15 b","LkCa 15",1,,,,158.15200000
"NN Ser c","NN Ser",2,,9.71000000,"WD",515.81800000
"NN Ser d","NN Ser",2,,2.19000000,"WD",515.81800000
"nu Oph b","nu Oph",1,,21.54800000,"K0 III",46.21070000
"nu Oph c","nu Oph",1,,23.69300000,"K0 III",46.21070000
"NY Vir b","NY Vir",2,,2.66000000,,544.02400000
"Oph 11 b","Oph 11",1,,14.00000000,"M9",
"Kepler-749 b","Kepler-749",1,3.10000000,,,721.02700000
"Ross 458 c","Ross 458",2,14.01125000,6.00000000,,11.50940000
"SR 12 AB c","SR 12 AB",2,,13.00000000,,
"tau Gem b","tau Gem",1,,20.60000000,"K2 III",112.53700000
"WASP-23 b","WASP-23",1,10.78300000,0.88400000,,207.49000000
"KOI-55 b","KOI-55",1,0.75900000,0.00140000,"B",1231.02000000
"KOI-55 c","KOI-55",1,0.86700000,0.00210000,"B",1231.02000000
"MOA-2010-BLG-477L b","MOA-2010-BLG-477L",1,,1.50000000,,2300.00000000
"HD 142 c","HD 142",2,,10.90100000,,26.18530000
"HATS-1 b","HATS-1",1,14.59400000,1.85500000,,283.97100000
"WASP-78 b","WASP-78",1,21.63337000,1.11000000,,754.25800000
"Kepler-750 b","Kepler-750",1,3.07000000,,,1296.02000000
"WASP-79 b","WASP-79",1,17.14974047,0.85000000,"F5",246.69000000
"KELT-1 b","KELT-1",1,12.44200000,27.23000000,,268.43000000
"KELT-2 A b","KELT-2 A",2,15.13215000,1.70000000,,134.05800000
